country,year,record,crop_land,grazing_land,fishing_ground,built_up_land,forest_land
Bahamas,2003,Biocapacity per capita,0.03,0,9.88,0.02,1.4
Bahamas,2004,Biocapacity per capita,0.04,0,9.65,0.03,1.37
Bahamas,2005,Biocapacity per capita,0.04,0,9.41,0.03,1.34
Bahamas,2006,Biocapacity per capita,0.04,0,9.21,0.03,1.32
Bahamas,2007,Biocapacity per capita,0.04,0,9.03,0.03,1.29
Bahamas,2008,Biocapacity per capita,0.04,0,8.89,0.03,1.27
Bahamas,2009,Biocapacity per capita,0.03,0,8.77,0.02,1.24
Bahamas,2010,Biocapacity per capita,0.05,0,8.6,0.03,1.22
Bahamas,2011,Biocapacity per capita,0.05,0,8.41,0.04,1.2
Bahamas,2012,Biocapacity per capita,0.04,0,8.28,0.04,1.17
Bahamas,2013,Biocapacity per capita,0.04,0,8.19,0.04,1.15
Bahamas,2014,Biocapacity per capita,0.04,0,8.1,0.04,1.13
Bahamas,1971,Biocapacity,7785.82,469.12,3186863.91,4039.35,444632.63
Bahamas,1972,Biocapacity,9136.96,470.73,3197804.59,4848.76,444751.4
Bahamas,1973,Biocapacity,9252.79,467.85,3178222.77,5010.86,445427.27
Bahamas,1974,Biocapacity,9763.56,469.45,3189072.08,5392.6,444841.31
Bahamas,1975,Biocapacity,9657.03,469.2,3187400.45,5442.82,445045.46
Bahamas,1976,Biocapacity,10977.39,937.21,3183359.65,6318.77,445028.22
Bahamas,1977,Biocapacity,10719.03,941.54,3198033.97,6304.8,445065.83
Bahamas,1978,Biocapacity,10235.68,942.94,3202815.25,6154.68,444361.32
Bahamas,1979,Biocapacity,10240.62,944.55,3208258.28,6295.99,444484.02
Bahamas,1980,Biocapacity,10213.08,944.49,3208073.41,6419.9,442300.72
Bahamas,1981,Biocapacity,11114.13,946.3,3214229.39,7143.63,442475.78
Bahamas,1982,Biocapacity,11311.34,941.16,3196771.14,7434.8,442936.55
Bahamas,1983,Biocapacity,10769.37,938.82,3188814.03,7236.36,443027.43
Bahamas,1984,Biocapacity,11468.03,932.75,3168192.9,7871.13,442755.34
Bahamas,1985,Biocapacity,11362.47,927.86,3151598.92,7161.25,442087.15
Bahamas,1986,Biocapacity,10906.14,921.45,3129804.02,7003.92,440868.16
Bahamas,1987,Biocapacity,11467.97,920.4,3126255.81,7495.9,440843.35
Bahamas,1988,Biocapacity,11338.64,918.6,3120135,7538.8,440863.67
Bahamas,1989,Biocapacity,11932.25,917.58,3116683.79,8070.59,440673
Bahamas,1990,Biocapacity,12367.54,919.33,3122598.65,8513.91,438863.53
Bahamas,1991,Biocapacity,11108.18,917.94,3117897.48,7789.52,439261.98
Bahamas,1992,Biocapacity,10239.88,926.4,3146627.14,7318.56,445052.15
Bahamas,1993,Biocapacity,10169.02,925.88,3144875.14,7405.34,446096.23
Bahamas,1994,Biocapacity,9709.9,924.18,3139095.78,7194.55,446574.24
Bahamas,1995,Biocapacity,9532.15,921.5,3129977.46,7171.59,446370.54
Bahamas,1996,Biocapacity,10098.14,920.33,3126001.04,7696.17,447336.72
Bahamas,1997,Biocapacity,10210.1,920.07,3125111.88,7868.58,446944.79
Bahamas,1998,Biocapacity,11299.53,920.22,3125630.81,8801.81,446826.95
Bahamas,1999,Biocapacity,11650.35,920.52,3126661.46,9185.14,446277.99
Bahamas,2000,Biocapacity,11515.24,921.61,3130365.38,8374.72,446154.86
Bahamas,2001,Biocapacity,12564.32,923.06,3135291.93,9298.63,445742.55
Bahamas,2002,Biocapacity,11847.55,923.07,3135303.74,8942.64,446374.55
Bahamas,2003,Biocapacity,12187.13,918.8,3120815.08,9394.95,444638.46
Bahamas,2004,Biocapacity,13440.9,917.18,3115308.16,10584.02,444116.03
Bahamas,2005,Biocapacity,13467.94,912.81,3100459.26,10825.74,443514.83
Bahamas,2006,Biocapacity,14244.61,911,3094314.9,11678.1,444382.97
Bahamas,2007,Biocapacity,13976.43,909.95,3090757.75,11678.6,443526.79
Bahamas,2008,Biocapacity,14278.39,912.5,3099408.09,12151.5,442839.25
Bahamas,2009,Biocapacity,13912.91,916.66,3113555.31,10196.86,440927.74
Bahamas,2010,Biocapacity,18358.94,914.05,3104661.64,13684.84,441439.8
Bahamas,2011,Biocapacity,18561.45,909.04,3087653.04,15233.06,440733.99
Bahamas,2012,Biocapacity,17971.05,908.49,3085797.75,14976.92,439245.75
Bahamas,2013,Biocapacity,18322.2,911.79,3097016.22,15493.1,437997.62
Bahamas,2014,Biocapacity,18945.69,914.2,3105174.31,16241.35,436428.88
Bahamas,1971,Footprint of Consumption per capita,0.67,0.65,0.08,0.02,5.97
Bahamas,1972,Footprint of Consumption per capita,0.67,0.64,0.07,0.02,7.44
Bahamas,1973,Footprint of Consumption per capita,0.59,0.51,0.09,0.02,11.54
Bahamas,1974,Footprint of Consumption per capita,0.57,0.48,0.09,0.02,12.05
Bahamas,1975,Footprint of Consumption per capita,0.52,0.47,0.08,0.02,13.38
Bahamas,1976,Footprint of Consumption per capita,0.58,0.55,0.07,0.03,15.11
Bahamas,1977,Footprint of Consumption per capita,0.41,0.35,0.07,0.03,23.03
Bahamas,1978,Footprint of Consumption per capita,0.37,0.33,0.08,0.03,18.87
Bahamas,1979,Footprint of Consumption per capita,0.55,0.55,0.09,0.03,20.63
Bahamas,1980,Footprint of Consumption per capita,0.64,0.53,0.14,0.03,23.35
Bahamas,1981,Footprint of Consumption per capita,0.46,0.34,0.11,0.03,8.9
Bahamas,1982,Footprint of Consumption per capita,0.68,0.56,0.12,0.03,9.25
Bahamas,1983,Footprint of Consumption per capita,0.66,0.52,0.12,0.03,4.68
Bahamas,1984,Footprint of Consumption per capita,0.66,0.52,0.1,0.03,4.47
Bahamas,1985,Footprint of Consumption per capita,0.67,0.52,0.13,0.03,2.7
Bahamas,1986,Footprint of Consumption per capita,0.72,0.58,0.11,0.02,5.6
Bahamas,1987,Footprint of Consumption per capita,0.79,0.61,0.13,0.03,5.29
Bahamas,1988,Footprint of Consumption per capita,0.72,0.51,0.11,0.03,4.33
Bahamas,1989,Footprint of Consumption per capita,0.72,0.6,0.13,0.03,5.03
Bahamas,1990,Footprint of Consumption per capita,0.64,0.47,0.11,0.03,4.8
Bahamas,1991,Footprint of Consumption per capita,0.7,0.57,0.12,0.02,4.36
Bahamas,1992,Footprint of Consumption per capita,0.65,0.6,0.12,0.02,4.1
Bahamas,1993,Footprint of Consumption per capita,0.69,0.6,0.14,0.02,3.72
Bahamas,1994,Footprint of Consumption per capita,0.71,0.66,0.16,0.02,3.62
Bahamas,1995,Footprint of Consumption per capita,0.63,0.5,0.15,0.02,3.45
Bahamas,1996,Footprint of Consumption per capita,0.64,0.49,0.14,0.02,3.61
Bahamas,1997,Footprint of Consumption per capita,0.6,0.42,0.13,0.02,3.44
Bahamas,1998,Footprint of Consumption per capita,0.72,0.58,0.15,0.03,3.21
Bahamas,1999,Footprint of Consumption per capita,0.78,0.64,0.13,0.03,3.78
Bahamas,2000,Footprint of Consumption per capita,0.96,0.81,0.15,0.02,4.58
Bahamas,2001,Footprint of Consumption per capita,0.86,0.76,0.14,0.03,3.24
Bahamas,2002,Footprint of Consumption per capita,0.64,0.5,0.17,0.02,3.15
Bahamas,2003,Footprint of Consumption per capita,0.49,0.36,0.17,0.02,2.89
Bahamas,2004,Footprint of Consumption per capita,0.59,0.43,0.15,0.03,3.06
Bahamas,2005,Footprint of Consumption per capita,0.66,0.58,0.13,0.03,3.25
Bahamas,2006,Footprint of Consumption per capita,0.71,0.65,0.15,0.03,3.54
Bahamas,2007,Footprint of Consumption per capita,0.75,0.65,0.13,0.03,3.28
Bahamas,2008,Footprint of Consumption per capita,0.67,0.61,0.15,0.03,2.74
Bahamas,2009,Footprint of Consumption per capita,0.92,0.92,0.13,0.02,2.91
Bahamas,2010,Footprint of Consumption per capita,0.87,0.89,0.14,0.03,2.99
Bahamas,2011,Footprint of Consumption per capita,0.58,0.37,0.13,0.04,3.42
Bahamas,2012,Footprint of Consumption per capita,1.01,1.05,0.14,0.04,3.47
Bahamas,2013,Footprint of Consumption per capita,0.87,0.95,0.12,0.04,4.13
Bahamas,2014,Footprint of Consumption per capita,0.85,0.94,0.13,0.04,2.84
Bahamas,1971,Footprint of Consumption,117609.95,113668.45,14248.57,4039.35,1039101.27
Bahamas,1972,Footprint of Consumption,120716.32,114827.7,14182.07,4848.76,1323425.79
Bahamas,1973,Footprint of Consumption,108252.84,93903.94,17412.58,5010.86,2095670.35
Bahamas,1974,Footprint of Consumption,105608.73,89477.53,16734.97,5392.6,2232138.88
Bahamas,1975,Footprint of Consumption,99144,90324.66,15629.32,5442.82,2527705.4
Bahamas,1976,Footprint of Consumption,112541.21,106401.42,15384.24,6318.77,2915170.8
Bahamas,1977,Footprint of Consumption,81422.8,69725.35,15052.39,6304.8,4541403.03
Bahamas,1978,Footprint of Consumption,76023.28,67582.88,17262.76,6154.68,3803195.61
Bahamas,1979,Footprint of Consumption,114492.83,114953.21,20220.73,6295.99,4251192.42
Bahamas,1980,Footprint of Consumption,136000.17,112676.21,30640.9,6419.9,4920289.04
Bahamas,1981,Footprint of Consumption,99491.11,74608.77,25722,7143.63,1917466.86
Bahamas,1982,Footprint of Consumption,150199.33,123700.58,27011.53,7434.8,2037636.74
Bahamas,1983,Footprint of Consumption,149192.19,118153.33,27472.68,7236.36,1054144.64
Bahamas,1984,Footprint of Consumption,152442.78,121724.72,24595.44,7871.13,1030263.32
Bahamas,1985,Footprint of Consumption,158550.36,123118.82,30871.25,7161.25,633743.62
Bahamas,1986,Footprint of Consumption,174125.02,140196.8,27604.32,7003.92,1339725.56
Bahamas,1987,Footprint of Consumption,192962.16,149082.57,33792.18,7495.9,1288480.23
Bahamas,1988,Footprint of Consumption,179905.07,127921.02,28937.2,7538.8,1072015.4
Bahamas,1989,Footprint of Consumption,183795.91,151283.54,33182.74,8070.59,1269338.45
Bahamas,1990,Footprint of Consumption,165749.68,122692.88,28666,8513.91,1231469.12
Bahamas,1991,Footprint of Consumption,184062.36,150434.9,32488.14,7789.52,1139767.64
Bahamas,1992,Footprint of Consumption,174521.78,160317.16,34173.49,7318.56,1091694.43
Bahamas,1993,Footprint of Consumption,187435.12,164672.08,38555.88,7405.34,1008803.27
Bahamas,1994,Footprint of Consumption,196914.27,183941.95,44982.08,7194.55,1000959.01
Bahamas,1995,Footprint of Consumption,177112.45,142779.59,42483.78,7171.59,969111.74
Bahamas,1996,Footprint of Consumption,183565.72,140816.98,41812.9,7696.17,1026202.15
Bahamas,1997,Footprint of Consumption,173143.91,122094.3,39149.74,7868.58,988385.8
Bahamas,1998,Footprint of Consumption,209127.03,169142.31,44291.14,8801.81,931569.38
Bahamas,1999,Footprint of Consumption,231921.05,190153.25,39223.61,9185.14,1111095.13
Bahamas,2000,Footprint of Consumption,287271.97,242982.18,44714.69,8374.72,1364768.08
Bahamas,2001,Footprint of Consumption,262948.6,232769.86,43813.07,9298.63,983571.81
Bahamas,2002,Footprint of Consumption,200317.81,156426.58,55235.63,8942.64,976092.97
Bahamas,2003,Footprint of Consumption,156099.73,116474.94,54003.52,9394.95,914571.73
Bahamas,2004,Footprint of Consumption,190525.25,141859.18,50262.42,10584.02,987839.16
Bahamas,2005,Footprint of Consumption,219764.2,192374.13,45422.24,10825.74,1073001.32
Bahamas,2006,Footprint of Consumption,241129.77,219153.11,52054.82,11678.1,1189690.85
Bahamas,2007,Footprint of Consumption,258641.15,225468.79,46994.92,11678.6,1123310.24
Bahamas,2008,Footprint of Consumption,236392.43,212670.17,55427.36,12151.5,958464.69
Bahamas,2009,Footprint of Consumption,329751.03,327221.03,47521.89,10196.86,1032760.26
Bahamas,2010,Footprint of Consumption,316674.02,323102.48,50726.86,13684.84,1081130.99
Bahamas,2011,Footprint of Consumption,213860.14,135939.56,48890.43,15233.06,1257056.13
Bahamas,2012,Footprint of Consumption,376233.1,391161.76,53813.04,14976.92,1292226.41
Bahamas,2013,Footprint of Consumption,329529.3,360452.99,45502.87,15493.1,1562724.55
Bahamas,2014,Footprint of Consumption,328270.42,361402.48,51497.95,16241.35,1090225.53
Bahrain,1980,Biocapacity per capita,0.04,0,1.76,0.08,0
Bahrain,1981,Biocapacity per capita,0.02,0,1.7,0.05,0
Bahrain,1982,Biocapacity per capita,0.01,0,1.63,0.05,0
Bahrain,1983,Biocapacity per capita,0.01,0,1.59,0.04,0
Bahrain,1984,Biocapacity per capita,0.01,0,1.54,0.05,0
Bahrain,1985,Biocapacity per capita,0.02,0,1.48,0.06,0
Bahrain,1986,Biocapacity per capita,0.02,0,1.42,0.06,0
Bahrain,1987,Biocapacity per capita,0.02,0,1.37,0.07,0
Bahrain,1988,Biocapacity per capita,0.02,0,1.32,0.07,0
Bahrain,1989,Biocapacity per capita,0.02,0,1.28,0.07,0
Bahrain,1990,Biocapacity per capita,0.01,0,1.24,0.04,0
Bahrain,1991,Biocapacity per capita,0.01,0,1.21,0.04,0
Bahrain,1992,Biocapacity per capita,0.01,0,1.19,0.04,0
Bahrain,1993,Biocapacity per capita,0.01,0,1.16,0.04,0
Bahrain,1994,Biocapacity per capita,0.01,0,1.13,0.05,0
Bahrain,1995,Biocapacity per capita,0.01,0,1.09,0.06,0
Bahrain,1996,Biocapacity per capita,0.01,0,1.06,0.06,0
Bahrain,1997,Biocapacity per capita,0.01,0,1.03,0.06,0
Bahrain,1998,Biocapacity per capita,0.02,0,1,0.1,0
Bahrain,1999,Biocapacity per capita,0.02,0,0.96,0.08,0
Bahrain,2000,Biocapacity per capita,0.01,0,0.92,0.07,0
Bahrain,2001,Biocapacity per capita,0.01,0,0.89,0.06,0
Bahrain,2002,Biocapacity per capita,0.01,0,0.85,0.06,0
Bahrain,2003,Biocapacity per capita,0.01,0,0.81,0.06,0
Bahrain,2004,Biocapacity per capita,0.01,0,0.76,0.07,0
Bahrain,2005,Biocapacity per capita,0.01,0,0.7,0.06,0
Bahrain,2006,Biocapacity per capita,0.01,0,0.65,0.1,0
Bahrain,2007,Biocapacity per capita,0.01,0,0.59,0.08,0
Bahrain,2008,Biocapacity per capita,0.01,0,0.54,0.09,0
Bahrain,2009,Biocapacity per capita,0.01,0,0.51,0.08,0
Bahrain,2010,Biocapacity per capita,0.01,0,0.48,0.08,0
Bahrain,2011,Biocapacity per capita,0,0,0.46,0.07,0
Bahrain,2012,Biocapacity per capita,0,0,0.45,0.07,0
Bahrain,2013,Biocapacity per capita,0,0,0.45,0.07,0
Bahrain,2014,Biocapacity per capita,0,0,0.45,0.07,0
Bahrain,1980,Biocapacity,17272.27,0,635048.66,30606.75,117.13
Bahrain,1981,Biocapacity,8684.98,0,636267.25,19197.81,146.67
Bahrain,1982,Biocapacity,7197.45,0,632811.33,20515.63,176.34
Bahrain,1983,Biocapacity,6595.96,0,631236.2,19312.48,205.91
Bahrain,1984,Biocapacity,7188.53,0,627154.18,21619.53,235.29
Bahrain,1985,Biocapacity,8568.96,0,623869.35,26543.42,264.4
Bahrain,1986,Biocapacity,9067.35,0,619554.97,29028.9,293.05
Bahrain,1987,Biocapacity,10075.55,0,618852.59,33410.53,322.41
Bahrain,1988,Biocapacity,9621.89,0,617640.96,33060.34,351.81
Bahrain,1989,Biocapacity,9814.59,0,616957.78,34874.44,381.03
Bahrain,1990,Biocapacity,6023.36,0,618128.65,22062.08,415.75
Bahrain,1991,Biocapacity,6360.29,0,617198.04,23940.13,435.05
Bahrain,1992,Biocapacity,7429.94,0,622885.17,22947.82,479.11
Bahrain,1993,Biocapacity,7561.72,0,622538.35,23933.15,499.44
Bahrain,1994,Biocapacity,9234.02,0,621394.31,29960.33,538.44
Bahrain,1995,Biocapacity,10845.4,0,619589.31,36122.8,557.41
Bahrain,1996,Biocapacity,11583.52,0,618802.16,39684.93,597.15
Bahrain,1997,Biocapacity,11734.88,0,618626.15,41449.95,615.87
Bahrain,1998,Biocapacity,17036.62,0,618728.87,62211.95,654.19
Bahrain,1999,Biocapacity,16682.68,0,618932.89,52643.32,691.82
Bahrain,2000,Biocapacity,12951.51,0,619666.1,49066.33,710.84
Bahrain,2001,Biocapacity,12212.63,0,620641.32,48212.43,748.57
Bahrain,2002,Biocapacity,11821.23,0,620643.66,48713.71,768.86
Bahrain,2003,Biocapacity,11247.22,0,617775.58,51642.66,804.16
Bahrain,2004,Biocapacity,12206.01,0,616685.47,61989.17,822.34
Bahrain,2005,Biocapacity,10046.69,0,613746.08,54750.2,859.42
Bahrain,2006,Biocapacity,15821.98,0,612529.79,96646.24,880.24
Bahrain,2007,Biocapacity,12407.92,0,611825.64,85520.19,916.74
Bahrain,2008,Biocapacity,13026.9,0,613538,102236.1,934.39
Bahrain,2009,Biocapacity,12721.43,0,616338.49,103156.53,968.33
Bahrain,2010,Biocapacity,12723.07,0,614577.96,103061.02,1007.47
Bahrain,2011,Biocapacity,11665.21,0,611211.05,97840.17,1024.84
Bahrain,2012,Biocapacity,11269.02,0,610843.79,96512.08,1059.21
Bahrain,2013,Biocapacity,11507.89,0,613064.52,99729.13,1075.06
Bahrain,2014,Biocapacity,11536.56,0,614679.44,100904.09,1108.8
Bahrain,1980,Footprint of Consumption per capita,0.75,0.47,0.08,0.08,10.28
Bahrain,1981,Footprint of Consumption per capita,0.54,0.31,0.11,0.05,9.48
Bahrain,1982,Footprint of Consumption per capita,0.54,0.4,0.09,0.05,10.61
Bahrain,1983,Footprint of Consumption per capita,0.62,0.44,0.08,0.04,8.83
Bahrain,1984,Footprint of Consumption per capita,0.72,0.47,0.08,0.05,8.84
Bahrain,1985,Footprint of Consumption per capita,0.7,0.49,0.09,0.06,8.41
Bahrain,1986,Footprint of Consumption per capita,0.65,0.42,0.1,0.06,8.38
Bahrain,1987,Footprint of Consumption per capita,0.7,0.39,0.07,0.07,6.83
Bahrain,1988,Footprint of Consumption per capita,0.68,0.42,0.05,0.07,7.03
Bahrain,1989,Footprint of Consumption per capita,0.72,0.4,0.07,0.07,9.02
Bahrain,1990,Footprint of Consumption per capita,0.63,0.39,0.05,0.04,8.1
Bahrain,1991,Footprint of Consumption per capita,0.63,0.35,0.04,0.04,7.1
Bahrain,1992,Footprint of Consumption per capita,0.83,0.41,0.05,0.04,8.51
Bahrain,1993,Footprint of Consumption per capita,0.79,0.48,0.05,0.04,8.01
Bahrain,1994,Footprint of Consumption per capita,0.77,0.47,0.04,0.05,8.58
Bahrain,1995,Footprint of Consumption per capita,0.73,0.47,0.06,0.06,7.88
Bahrain,1996,Footprint of Consumption per capita,0.63,0.35,0.05,0.06,8.55
Bahrain,1997,Footprint of Consumption per capita,0.76,0.36,0.04,0.06,8.97
Bahrain,1998,Footprint of Consumption per capita,0.52,0.32,0.04,0.1,9.24
Bahrain,1999,Footprint of Consumption per capita,0.47,0.33,0.04,0.08,8.8
Bahrain,2000,Footprint of Consumption per capita,0.64,0.29,0.05,0.07,8.84
Bahrain,2001,Footprint of Consumption per capita,0.71,0.3,0.05,0.06,8.71
Bahrain,2002,Footprint of Consumption per capita,0.74,0.33,0.05,0.06,9.01
Bahrain,2003,Footprint of Consumption per capita,0.57,0.28,0.05,0.06,9.68
Bahrain,2004,Footprint of Consumption per capita,0.55,0.25,0.05,0.07,9.01
Bahrain,2005,Footprint of Consumption per capita,0.62,0.29,0.05,0.06,10.56
Bahrain,2006,Footprint of Consumption per capita,0.38,0.2,0.05,0.1,9.86
Bahrain,2007,Footprint of Consumption per capita,0.37,0.21,0.03,0.08,10.33
Bahrain,2008,Footprint of Consumption per capita,0.35,0.18,0.05,0.09,11.09
Bahrain,2009,Footprint of Consumption per capita,0.48,0.28,0.05,0.08,9.65
Bahrain,2010,Footprint of Consumption per capita,0.51,0.43,0.04,0.08,9.59
Bahrain,2011,Footprint of Consumption per capita,0.52,0.48,0.03,0.07,8.47
Bahrain,2012,Footprint of Consumption per capita,0.55,0.45,0.06,0.07,6.55
Bahrain,2013,Footprint of Consumption per capita,0.5,0.41,0.05,0.07,5.13
Bahrain,2014,Footprint of Consumption per capita,0.49,0.41,0.08,0.07,7.64
Bahrain,1980,Footprint of Consumption,271045.21,172614.07,31159.97,30606.75,3700780.91
Bahrain,1981,Footprint of Consumption,204825.19,117512.28,42128.33,19197.81,3550079.82
Bahrain,1982,Footprint of Consumption,212133.41,156485.19,38141.77,20515.63,4097577.26
Bahrain,1983,Footprint of Consumption,248453.1,177262.62,34688.74,19312.48,3503944.7
Bahrain,1984,Footprint of Consumption,296132.21,194401.86,34368.99,21619.53,3600412.64
Bahrain,1985,Footprint of Consumption,293755.15,205593.22,41435.13,26543.42,3531303.66
Bahrain,1986,Footprint of Consumption,284825.63,184172.04,45262.03,29028.9,3634994.42
Bahrain,1987,Footprint of Consumption,317164.67,179091.62,35556.81,33410.53,3067562.86
Bahrain,1988,Footprint of Consumption,316477.87,199385.76,25721.59,33060.34,3271364.45
Bahrain,1989,Footprint of Consumption,350539,193837.33,38478.71,34874.44,4343161.35
Bahrain,1990,Footprint of Consumption,314061.62,195395.46,28223.57,22062.08,4021280.71
Bahrain,1991,Footprint of Consumption,323713.67,179558.65,23049.92,23940.13,3623600.58
Bahrain,1992,Footprint of Consumption,435248.51,214583.95,27917,22947.82,4448646.15
Bahrain,1993,Footprint of Consumption,425577.8,257331.91,30857.47,23933.15,4290909.19
Bahrain,1994,Footprint of Consumption,424464.44,259204.7,27245.01,29960.33,4715522.39
Bahrain,1995,Footprint of Consumption,416571.54,265372.09,35343.78,36122.8,4446014.27
Bahrain,1996,Footprint of Consumption,367396.59,207614.93,31655.63,39684.93,4962143.29
Bahrain,1997,Footprint of Consumption,456518.27,216666.23,24639.14,41449.95,5368110.05
Bahrain,1998,Footprint of Consumption,321757.95,200692.93,26826.07,62211.95,5712829.63
Bahrain,1999,Footprint of Consumption,302435.2,211555.63,32020.91,52643.32,5644970.89
Bahrain,2000,Footprint of Consumption,427104.62,194439.15,36954.79,49066.33,5899182.78
Bahrain,2001,Footprint of Consumption,498348.87,213228.53,37816.35,48212.43,6055307.57
Bahrain,2002,Footprint of Consumption,538303.35,246314.12,37282.25,48713.71,6540258.27
Bahrain,2003,Footprint of Consumption,435646.62,213511.05,40817.86,51642.66,7377449.16
Bahrain,2004,Footprint of Consumption,448664.08,209205.67,43161.05,61989.17,7284410.76
Bahrain,2005,Footprint of Consumption,544857.48,255153.5,47428.57,54750.2,9156673.93
Bahrain,2006,Footprint of Consumption,362242.99,188344.09,51169.35,96646.24,9277287.9
Bahrain,2007,Footprint of Consumption,380690.17,217200.13,40582.09,85520.19,10614236.07
Bahrain,2008,Footprint of Consumption,398515.62,205213.05,66517.35,102236.1,12376509.51
Bahrain,2009,Footprint of Consumption,584095.84,345336.72,64352.59,103156.53,11558059.77
Bahrain,2010,Footprint of Consumption,654788.91,543218.51,58362.76,103061.02,12107438.59
Bahrain,2011,Footprint of Consumption,689995.12,633936.26,46758.29,97840.17,11070309.99
Bahrain,2012,Footprint of Consumption,738961.41,604622.58,85632.99,96512.08,8747461.16
Bahrain,2013,Footprint of Consumption,679260.58,559433.27,71232.86,99729.13,6932008.73
Bahrain,2014,Footprint of Consumption,678843.96,560912.32,111648.68,100904.09,10411561.29
Bangladesh,1971,Biocapacity per capita,0.25,0,0.12,0.02,0.01
Bangladesh,1972,Biocapacity per capita,0.25,0,0.12,0.02,0.01
Bangladesh,1973,Biocapacity per capita,0.27,0,0.12,0.03,0.01
Bangladesh,1974,Biocapacity per capita,0.25,0,0.12,0.02,0.01
Bangladesh,1975,Biocapacity per capita,0.26,0,0.12,0.03,0.01
Bangladesh,1976,Biocapacity per capita,0.26,0,0.11,0.03,0.01
Bangladesh,1977,Biocapacity per capita,0.27,0,0.11,0.03,0.01
Bangladesh,1978,Biocapacity per capita,0.27,0,0.11,0.03,0.01
Bangladesh,1979,Biocapacity per capita,0.26,0,0.1,0.03,0
Bangladesh,1980,Biocapacity per capita,0.26,0,0.1,0.03,0
Bangladesh,1981,Biocapacity per capita,0.25,0,0.1,0.03,0
Bangladesh,1982,Biocapacity per capita,0.26,0,0.1,0.03,0
Bangladesh,1983,Biocapacity per capita,0.24,0,0.09,0.03,0
Bangladesh,1984,Biocapacity per capita,0.25,0,0.09,0.03,0
Bangladesh,1985,Biocapacity per capita,0.26,0,0.09,0.03,0
Bangladesh,1986,Biocapacity per capita,0.25,0,0.08,0.04,0
Bangladesh,1987,Biocapacity per capita,0.25,0,0.08,0.03,0
Bangladesh,1988,Biocapacity per capita,0.22,0,0.08,0.03,0
Bangladesh,1989,Biocapacity per capita,0.24,0,0.08,0.03,0
Bangladesh,1990,Biocapacity per capita,0.24,0,0.07,0.04,0
Bangladesh,1991,Biocapacity per capita,0.23,0,0.07,0.04,0
Bangladesh,1992,Biocapacity per capita,0.23,0,0.07,0.04,0
Bangladesh,1993,Biocapacity per capita,0.22,0,0.07,0.04,0
Bangladesh,1994,Biocapacity per capita,0.21,0,0.07,0.04,0
Bangladesh,1995,Biocapacity per capita,0.2,0,0.07,0.04,0
Bangladesh,1996,Biocapacity per capita,0.21,0,0.06,0.04,0
Bangladesh,1997,Biocapacity per capita,0.21,0,0.06,0.04,0
Bangladesh,1998,Biocapacity per capita,0.22,0,0.06,0.05,0
Bangladesh,1999,Biocapacity per capita,0.24,0,0.06,0.05,0
Bangladesh,2000,Biocapacity per capita,0.25,0,0.06,0.05,0
Bangladesh,2001,Biocapacity per capita,0.24,0,0.06,0.05,0
Bangladesh,2002,Biocapacity per capita,0.24,0,0.06,0.05,0
Bangladesh,2003,Biocapacity per capita,0.23,0,0.06,0.05,0
Bangladesh,2004,Biocapacity per capita,0.22,0,0.05,0.05,0
Bangladesh,2005,Biocapacity per capita,0.23,0,0.05,0.06,0
Bangladesh,2006,Biocapacity per capita,0.23,0,0.05,0.06,0
Bangladesh,2007,Biocapacity per capita,0.24,0,0.05,0.06,0
Bangladesh,2008,Biocapacity per capita,0.26,0,0.05,0.06,0
Bangladesh,2009,Biocapacity per capita,0.26,0,0.05,0.06,0
Bangladesh,2010,Biocapacity per capita,0.27,0,0.05,0.07,0
Bangladesh,2011,Biocapacity per capita,0.26,0,0.05,0.07,0
Bangladesh,2012,Biocapacity per capita,0.25,0,0.05,0.07,0
Bangladesh,2013,Biocapacity per capita,0.26,0,0.05,0.07,0
Bangladesh,2014,Biocapacity per capita,0.27,0,0.05,0.07,0
Bangladesh,1971,Biocapacity,16636291.04,534303.12,8591840.8,1873032.32,798467.94
Bangladesh,1972,Biocapacity,17146783.46,536137.41,8621337.05,1902341.69,798681.24
Bangladesh,1973,Biocapacity,18969488.15,532854.37,8568544.12,2138648.72,799894.95
Bangladesh,1974,Biocapacity,17555951.47,534673.34,8597794.06,2013296.78,792750.14
Bangladesh,1975,Biocapacity,18918385.43,534393.08,8593287.31,2209773.52,789169.88
Bangladesh,1976,Biocapacity,19266846.97,533715.61,8582393.25,2305112.82,790573.46
Bangladesh,1977,Biocapacity,20279349.48,536175.87,8621955.48,2491913.25,787054.61
Bangladesh,1978,Biocapacity,21340012.03,536977.49,8634845.88,2696975.51,785808.75
Bangladesh,1979,Biocapacity,21268521.08,537890.06,8649520.39,2765746.5,786025.73
Bangladesh,1980,Biocapacity,21825462.49,537859.06,8649021.97,2916618.47,781095.77
Bangladesh,1981,Biocapacity,21475066.21,538891.16,8665618.61,2950515.23,781404.91
Bangladesh,1982,Biocapacity,22328290,535964.15,8618550.85,3152007.85,765089.75
Bangladesh,1983,Biocapacity,21864043.71,534630.08,8597098.34,3174349.11,764889.82
Bangladesh,1984,Biocapacity,22740447.54,531172.78,8541503.42,3356235.1,751221.94
Bangladesh,1985,Biocapacity,24374288.92,528390.67,8496765.76,3707855.12,763266.41
Bangladesh,1986,Biocapacity,24676044.35,524736.58,8438006.32,3850362.07,752637.38
